transaction_id,client_id,date,amount,sku_count,categories_purchased
TXN-000040,CLI-0484,2021-01-13,193.65,7,gaseosas|agua|jugos
TXN-000041,CLI-0282,2021-01-13,92.54,4,gaseosas|agua
TXN-000042,CLI-0227,2021-01-13,143.35,5,gaseosas|agua|jugos
TXN-000043,CLI-0282,2021-01-13,80.51,6,gaseosas|agua|jugos
TXN-000044,CLI-0363,2021-01-13,133.6,7,gaseosas|agua|jugos
TXN-000045,CLI-0151,2021-01-13,240.96,7,gaseosas|agua|jugos
TXN-000046,CLI-0160,2021-01-13,99.6,3,gaseosas|agua
TXN-000047,CLI-0297,2021-01-13,313.96,3,gaseosas|agua|jugos
TXN-000048,CLI-0297,2021-01-14,251.46,9,gaseosas|agua|jugos|energeticas
TXN-000049,CLI-0484,2021-01-14,225.5,10,gaseosas|agua|jugos|energeticas
TXN-000050,CLI-0297,2021-01-14,276.88,10,gaseosas|agua|jugos|energeticas
TXN-000051,CLI-0151,2021-01-14,303.28,9,gaseosas|agua|jugos|energeticas
TXN-000052,CLI-0389,2021-01-14,110.41,5,gaseosas|agua|jugos
TXN-000053,CLI-0297,2021-01-14,278.18,8,gaseosas|agua|jugos
TXN-000054,CLI-0484,2021-01-14,180.48,5,gaseosas|agua|jugos
TXN-000055,CLI-0282,2021-01-15,83.9,6,gaseosas|agua
TXN-000056,CLI-0114,2021-01-15,118.3,5,gaseosas|agua|jugos
TXN-000057,CLI-0195,2021-01-15,118.95,6,gaseosas|agua|jugos
TXN-000058,CLI-0177,2021-01-15,275.3,8,gaseosas|agua|jugos|energeticas
TXN-000059,CLI-0484,2021-01-15,205.43,4,gaseosas|agua|jugos
TXN-000060,CLI-0456,2021-01-16,285.83,7,gaseosas|agua|jugos
TXN-000061,CLI-0227,2021-01-16,137.75,4,gaseosas|agua
TXN-000062,CLI-0430,2021-01-16,84.79,6,gaseosas|agua|jugos
TXN-000063,CLI-0297,2021-01-17,308.79,7,gaseosas|agua|jugos
TXN-000064,CLI-0181,2021-01-17,208.65,4,gaseosas|agua|jugos
TXN-000065,CLI-0181,2021-01-18,213.74,7,gaseosas|agua|jugos
TXN-000066,CLI-0456,2021-01-18,297.39,9,gaseosas|agua|jugos|energeticas
TXN-000067,CLI-0363,2021-01-18,110.98,5,gaseosas|agua|jugos
TXN-000068,CLI-0371,2021-01-18,99.49,2,gaseosas|agua
TXN-000069,CLI-0456,2021-01-18,255.81,10,gaseosas|agua|jugos|energeticas
TXN-000070,CLI-0080,2021-01-18,69.09,5,gaseosas|agua
TXN-000071,CLI-0064,2021-01-19,128.14,6,gaseosas|agua|jugos
TXN-000072,CLI-0114,2021-01-20,140.58,5,gaseosas|agua|jugos
TXN-000073,CLI-0310,2021-01-20,96.45,7,gaseosas|agua|jugos
TXN-000074,CLI-0195,2021-01-20,119.63,4,gaseosas|agua
TXN-000075,CLI-0014,2021-01-20,128.45,5,gaseosas|agua|jugos
TXN-000076,CLI-0297,2021-01-21,301.67,7,gaseosas|agua|jugos
TXN-000077,CLI-0227,2021-01-21,124.43,3,gaseosas|agua
TXN-000078,CLI-0181,2021-01-21,172.04,8,gaseosas|agua|jugos|energeticas
TXN-000079,CLI-0195,2021-01-22,117.23,5,gaseosas|agua
TXN-000080,CLI-0282,2021-01-22,74.69,3,gaseosas|agua
TXN-000081,CLI-0160,2021-01-22,118.87,6,gaseosas|agua|jugos
TXN-000082,CLI-0160,2021-01-22,113.82,3,gaseosas|agua
TXN-000083,CLI-0371,2021-01-22,91.13,5,gaseosas|agua
TXN-000084,CLI-0456,2021-01-22,293.97,10,gaseosas|agua|jugos|energeticas
TXN-000085,CLI-0193,2021-01-23,183.34,4,gaseosas|agua|jugos
TXN-000086,CLI-0042,2021-01-23,253.37,8,gaseosas|agua|jugos|energeticas
TXN-000087,CLI-0160,2021-01-23,124.1,8,gaseosas|agua|jugos
TXN-000088,CLI-0310,2021-01-23,89.12,9,gaseosas|agua|jugos
TXN-000089,CLI-0064,2021-01-24,141.94,3,gaseosas|agua
TXN-000090,CLI-0177,2021-01-24,278.17,7,gaseosas|agua|jugos|energeticas
TXN-000091,CLI-0484,2021-01-25,216.21,9,gaseosas|agua|jugos|energeticas
TXN-000092,CLI-0324,2021-01-25,121.75,4,gaseosas|agua|jugos
TXN-000093,CLI-0042,2021-01-25,269.98,6,gaseosas|agua|jugos
TXN-000094,CLI-0484,2021-01-25,196.99,5,gaseosas|agua|jugos
TXN-000095,CLI-0484,2021-01-25,235.45,6,gaseosas|agua|jugos|energeticas
TXN-000096,CLI-0064,2021-01-26,116.22,6,gaseosas|agua|jugos
TXN-000097,CLI-0371,2021-01-26,85.98,4,gaseosas|agua
TXN-000098,CLI-0151,2021-01-26,283.07,7,gaseosas|agua|jugos|energeticas
TXN-000099,CLI-0484,2021-01-26,213.04,8,gaseosas|agua|jugos|energeticas
TXN-000100,CLI-0363,2021-01-26,139.41,6,gaseosas|agua
TXN-000101,CLI-0114,2021-01-26,106.42,3,gaseosas|agua|jugos
TXN-000102,CLI-0413,2021-01-27,48.45,4,gaseosas|agua
TXN-000103,CLI-0363,2021-01-27,142.76,6,gaseosas|agua|jugos
TXN-000104,CLI-0456,2021-01-27,282.0,6,gaseosas|agua|jugos
TXN-000105,CLI-0389,2021-01-27,97.92,7,gaseosas|agua|jugos
TXN-000106,CLI-0371,2021-01-28,108.36,7,gaseosas|agua|jugos
TXN-000107,CLI-0042,2021-01-28,239.47,6,gaseosas|agua|jugos
TXN-000108,CLI-0389,2021-01-28,102.56,6,gaseosas|agua
TXN-000109,CLI-0360,2021-01-28,67.11,5,gaseosas|agua
TXN-000110,CLI-0297,2021-01-28,244.54,8,gaseosas|agua|jugos
TXN-000111,CLI-0456,2021-01-28,260.6,7,gaseosas|agua|jugos
TXN-000112,CLI-0181,2021-01-28,182.46,3,gaseosas|agua|jugos
TXN-000113,CLI-0430,2021-01-29,84.61,4,gaseosas|agua
TXN-000114,CLI-0430,2021-01-29,82.66,3,gaseosas|agua
TXN-000115,CLI-0151,2021-01-29,266.21,5,gaseosas|agua|jugos
TXN-000116,CLI-0371,2021-01-30,103.74,6,gaseosas|agua|jugos
TXN-000117,CLI-0282,2021-01-30,80.16,4,gaseosas|agua|jugos
TXN-000118,CLI-0413,2021-01-30,53.66,3,gaseosas|agua
TXN-000119,CLI-0389,2021-01-30,93.28,6,gaseosas|agua|jugos
TXN-000120,CLI-0151,2021-01-31,268.48,6,gaseosas|agua|jugos
TXN-000121,CLI-0360,2021-01-31,72.75,2,gaseosas|agua
TXN-000122,CLI-0151,2021-01-31,276.38,5,gaseosas|agua|jugos
TXN-000123,CLI-0058,2021-02-01,204.79,5,gaseosas|agua|jugos
TXN-000124,CLI-0270,2021-02-01,177.58,9,gaseosas|agua|jugos|energeticas
TXN-000125,CLI-0114,2021-02-01,130.53,4,gaseosas|agua
TXN-000126,CLI-0363,2021-02-01,139.5,5,gaseosas|agua|jugos
TXN-000127,CLI-0324,2021-02-01,156.95,5,gaseosas|agua
TXN-000128,CLI-0114,2021-02-01,126.52,5,gaseosas|agua|jugos
TXN-000129,CLI-0267,2021-02-01,110.61,6,gaseosas|agua|jugos
TXN-000130,CLI-0360,2021-02-01,72.8,4,gaseosas|agua|jugos
TXN-000131,CLI-0240,2021-02-02,68.38,3,gaseosas|agua|jugos
TXN-000132,CLI-0370,2021-02-02,94.99,3,gaseosas|agua
TXN-000133,CLI-0058,2021-02-02,240.14,9,gaseosas|agua|jugos|energeticas
TXN-000134,CLI-0240,2021-02-02,56.29,7,gaseosas|agua|jugos
TXN-000135,CLI-0058,2021-02-02,232.67,6,gaseosas|agua|jugos
TXN-000136,CLI-0042,2021-02-02,273.77,10,gaseosas|agua|jugos|energeticas
TXN-000137,CLI-0042,2021-02-02,224.11,11,gaseosas|agua|jugos|energeticas
TXN-000138,CLI-0411,2021-02-02,102.07,8,gaseosas|agua|jugos
TXN-000139,CLI-0435,2021-02-03,72.14,5,gaseosas|agua|jugos
TXN-000140,CLI-0111,2021-02-03,275.84,10,gaseosas|agua|jugos|energeticas
TXN-000141,CLI-0193,2021-02-03,188.32,6,gaseosas|agua|jugos
TXN-000142,CLI-0408,2021-02-03,84.01,5,gaseosas|agua
TXN-000143,CLI-0408,2021-02-03,80.1,5,gaseosas|agua
TXN-000144,CLI-0042,2021-02-03,232.58,8,gaseosas|agua|jugos
TXN-000145,CLI-0160,2021-02-03,126.36,7,gaseosas|agua|jugos
TXN-000146,CLI-0112,2021-02-03,217.06,7,gaseosas|agua|jugos|energeticas
TXN-000147,CLI-0195,2021-02-03,117.3,6,gaseosas|agua
TXN-000148,CLI-0484,2021-02-03,219.33,7,gaseosas|agua|jugos
TXN-000149,CLI-0177,2021-02-03,251.57,6,gaseosas|agua|jugos
TXN-000150,CLI-0267,2021-02-03,95.64,4,gaseosas|agua
TXN-000151,CLI-0289,2021-02-04,108.64,2,gaseosas|agua
TXN-000152,CLI-0227,2021-02-04,124.58,5,gaseosas|agua
TXN-000153,CLI-0371,2021-02-04,107.28,8,gaseosas|agua|jugos
TXN-000154,CLI-0289,2021-02-04,103.31,5,gaseosas|agua|jugos
TXN-000155,CLI-0042,2021-02-04,236.0,7,gaseosas|agua|jugos
TXN-000156,CLI-0324,2021-02-04,128.19,7,gaseosas|agua|jugos
TXN-000157,CLI-0079,2021-02-05,127.01,6,gaseosas|agua|jugos
TXN-000158,CLI-0409,2021-02-05,100.82,4,gaseosas|agua
TXN-000159,CLI-0270,2021-02-05,218.0,8,gaseosas|agua|jugos
TXN-000160,CLI-0300,2021-02-05,94.73,5,gaseosas|agua|jugos
TXN-000161,CLI-0282,2021-02-05,82.88,5,gaseosas|agua
TXN-000162,CLI-0267,2021-02-06,109.43,8,gaseosas|agua|jugos
TXN-000163,CLI-0371,2021-02-06,104.25,4,gaseosas|agua
TXN-000164,CLI-0267,2021-02-06,84.31,4,gaseosas|agua
TXN-000165,CLI-0181,2021-02-06,191.14,7,gaseosas|agua|jugos|energeticas
TXN-000166,CLI-0079,2021-02-06,139.92,7,gaseosas|agua|jugos
TXN-000167,CLI-0360,2021-02-06,57.81,6,gaseosas|agua|jugos
TXN-000168,CLI-0147,2021-02-06,94.31,3,gaseosas|agua
TXN-000169,CLI-0240,2021-02-07,62.7,5,gaseosas|agua|jugos
TXN-000170,CLI-0058,2021-02-07,210.37,8,gaseosas|agua|jugos|energeticas
TXN-000171,CLI-0111,2021-02-07,296.52,6,gaseosas|agua|jugos
TXN-000172,CLI-0282,2021-02-07,92.45,8,gaseosas|agua|jugos
TXN-000173,CLI-0430,2021-02-08,92.4,4,gaseosas|agua
TXN-000174,CLI-0042,2021-02-08,238.83,4,gaseosas|agua|jugos
TXN-000175,CLI-0160,2021-02-08,96.71,4,gaseosas|agua
TXN-000176,CLI-0297,2021-02-08,292.67,10,gaseosas|agua|jugos|energeticas
TXN-000177,CLI-0227,2021-02-08,132.74,4,gaseosas|agua
TXN-000178,CLI-0484,2021-02-08,177.74,7,gaseosas|agua|jugos
TXN-000179,CLI-0064,2021-02-08,144.96,4,gaseosas|agua
TXN-000180,CLI-0193,2021-02-08,183.96,6,gaseosas|agua|jugos|energeticas
TXN-000181,CLI-0270,2021-02-08,171.71,7,gaseosas|agua|jugos|energeticas
TXN-000182,CLI-0409,2021-02-08,81.91,4,gaseosas|agua
TXN-000183,CLI-0267,2021-02-09,101.78,6,gaseosas|agua|jugos
TXN-000184,CLI-0147,2021-02-09,94.06,4,gaseosas|agua|jugos
TXN-000185,CLI-0147,2021-02-09,83.75,4,gaseosas|agua
TXN-000186,CLI-0297,2021-02-09,269.69,12,gaseosas|agua|jugos|energeticas
TXN-000187,CLI-0058,2021-02-09,197.97,8,gaseosas|agua|jugos|energeticas
TXN-000188,CLI-0430,2021-02-09,81.94,4,gaseosas|agua|jugos
TXN-000189,CLI-0079,2021-02-09,118.14,4,gaseosas|agua
TXN-000190,CLI-0114,2021-02-09,134.28,6,gaseosas|agua|jugos
TXN-000191,CLI-0240,2021-02-10,62.55,8,gaseosas|agua|jugos
TXN-000192,CLI-0240,2021-02-10,54.28,7,gaseosas|agua|jugos
TXN-000193,CLI-0411,2021-02-10,98.3,5,gaseosas|agua|jugos
TXN-000194,CLI-0409,2021-02-10,86.75,5,gaseosas|agua|jugos
TXN-000195,CLI-0456,2021-02-10,278.53,7,gaseosas|agua|jugos|energeticas
TXN-000196,CLI-0289,2021-02-10,114.66,2,gaseosas|agua
TXN-000197,CLI-0181,2021-02-11,178.09,8,gaseosas|agua|jugos
TXN-000198,CLI-0267,2021-02-11,85.86,5,gaseosas|agua
TXN-000199,CLI-0160,2021-02-11,123.55,5,gaseosas|agua
TXN-000200,CLI-0430,2021-02-11,89.02,5,gaseosas|agua|jugos
TXN-000201,CLI-0147,2021-02-11,96.89,6,gaseosas|agua
TXN-000202,CLI-0479,2021-02-11,62.84,1,gaseosas
TXN-000203,CLI-0160,2021-02-12,126.36,5,gaseosas|agua
TXN-000204,CLI-0240,2021-02-12,72.89,6,gaseosas|agua
TXN-000205,CLI-0064,2021-02-12,132.56,4,gaseosas|agua
TXN-000206,CLI-0360,2021-02-12,56.56,5,gaseosas|agua|jugos
TXN-000207,CLI-0484,2021-02-12,233.18,6,gaseosas|agua|jugos
TXN-000208,CLI-0064,2021-02-12,116.16,4,gaseosas|agua
TXN-000209,CLI-0079,2021-02-12,147.4,5,gaseosas|agua
TXN-000210,CLI-0430,2021-02-13,73.56,7,gaseosas|agua|jugos
TXN-000211,CLI-0193,2021-02-13,164.09,7,gaseosas|agua|jugos
TXN-000212,CLI-0370,2021-02-13,95.04,7,gaseosas|agua|jugos
TXN-000213,CLI-0310,2021-02-13,83.21,4,gaseosas|agua
TXN-000214,CLI-0139,2021-02-13,99.78,5,gaseosas|agua
TXN-000215,CLI-0114,2021-02-13,125.0,4,gaseosas|agua|jugos
TXN-000216,CLI-0363,2021-02-13,118.23,4,gaseosas|agua|jugos
TXN-000217,CLI-0151,2021-02-13,300.94,6,gaseosas|agua|jugos|energeticas
TXN-000218,CLI-0080,2021-02-14,67.12,3,gaseosas|agua
TXN-000219,CLI-0484,2021-02-14,177.65,6,gaseosas|agua|jugos
TXN-000220,CLI-0014,2021-02-14,120.74,8,gaseosas|agua|jugos
TXN-000221,CLI-0389,2021-02-14,84.0,7,gaseosas|agua|jugos
TXN-000222,CLI-0363,2021-02-14,106.51,5,gaseosas|agua
TXN-000223,CLI-0430,2021-02-14,80.87,5,gaseosas|agua|jugos
TXN-000224,CLI-0014,2021-02-14,138.17,3,gaseosas|agua
TXN-000225,CLI-0079,2021-02-15,144.21,4,gaseosas|agua
TXN-000226,CLI-0240,2021-02-15,69.07,5,gaseosas|agua
TXN-000227,CLI-0324,2021-02-15,141.15,5,gaseosas|agua|jugos
TXN-000228,CLI-0177,2021-02-15,312.2,6,gaseosas|agua|jugos|energeticas
TXN-000229,CLI-0193,2021-02-15,162.8,8,gaseosas|agua|jugos|energeticas
TXN-000230,CLI-0080,2021-02-15,67.57,2,gaseosas|agua
TXN-000231,CLI-0409,2021-02-16,100.46,4,gaseosas|agua
TXN-000232,CLI-0064,2021-02-16,149.17,5,gaseosas|agua|jugos
TXN-000233,CLI-0297,2021-02-16,286.39,5,gaseosas|agua|jugos|energeticas
TXN-000234,CLI-0289,2021-02-16,102.87,7,gaseosas|agua|jugos
TXN-000235,CLI-0080,2021-02-17,85.66,2,gaseosas|agua
TXN-000236,CLI-0147,2021-02-17,92.31,8,gaseosas|agua|jugos
TXN-000237,CLI-0389,2021-02-17,89.36,6,gaseosas|agua|jugos
TXN-000238,CLI-0080,2021-02-17,68.53,3,gaseosas
TXN-000239,CLI-0014,2021-02-17,133.71,7,gaseosas|agua|jugos
TXN-000240,CLI-0484,2021-02-17,208.91,6,gaseosas|agua|jugos|energeticas
TXN-000241,CLI-0370,2021-02-17,92.45,6,gaseosas|agua
TXN-000242,CLI-0409,2021-02-17,102.99,2,gaseosas|agua
TXN-000243,CLI-0137,2021-02-18,106.29,2,gaseosas|agua
TXN-000244,CLI-0064,2021-02-18,123.58,6,gaseosas|agua
TXN-000245,CLI-0181,2021-02-18,217.11,7,gaseosas|agua|jugos
TXN-000246,CLI-0370,2021-02-18,112.42,5,gaseosas|agua
TXN-000247,CLI-0409,2021-02-18,88.97,3,gaseosas|agua
TXN-000248,CLI-0177,2021-02-18,278.04,6,gaseosas|agua|jugos
TXN-000249,CLI-0123,2021-02-18,123.49,4,gaseosas|agua
TXN-000250,CLI-0300,2021-02-18,104.5,4,gaseosas|agua
TXN-000251,CLI-0270,2021-02-18,187.31,7,gaseosas|agua|jugos
TXN-000252,CLI-0360,2021-02-19,59.74,2,gaseosas|agua
TXN-000253,CLI-0371,2021-02-19,110.45,8,gaseosas|agua|jugos
TXN-000254,CLI-0112,2021-02-19,236.33,6,gaseosas|agua|jugos|energeticas
TXN-000255,CLI-0139,2021-02-19,113.09,6,gaseosas|agua|jugos
TXN-000256,CLI-0435,2021-02-19,54.91,9,gaseosas|agua|jugos
TXN-000257,CLI-0389,2021-02-19,107.66,5,gaseosas|agua|jugos
TXN-000258,CLI-0408,2021-02-19,89.64,3,gaseosas|agua
TXN-000259,CLI-0080,2021-02-19,86.29,3,gaseosas|agua
TXN-000260,CLI-0408,2021-02-19,82.44,2,gaseosas|agua
TXN-000261,CLI-0195,2021-02-19,107.85,6,gaseosas|agua|jugos
TXN-000262,CLI-0195,2021-02-19,119.29,4,gaseosas|agua
TXN-000263,CLI-0193,2021-02-20,177.71,9,gaseosas|agua|jugos|energeticas
TXN-000264,CLI-0430,2021-02-20,86.29,8,gaseosas|agua|jugos
TXN-000265,CLI-0177,2021-02-20,274.89,5,gaseosas|agua|jugos
TXN-000266,CLI-0310,2021-02-20,87.02,5,gaseosas|agua|jugos
TXN-000267,CLI-0080,2021-02-20,76.58,4,gaseosas|agua
TXN-000268,CLI-0227,2021-02-20,139.84,3,gaseosas|agua
TXN-000269,CLI-0484,2021-02-20,225.84,10,gaseosas|agua|jugos|energeticas
TXN-000270,CLI-0112,2021-02-21,188.59,8,gaseosas|agua|jugos|energeticas
TXN-000271,CLI-0112,2021-02-21,189.08,6,gaseosas|agua|jugos|energeticas
TXN-000272,CLI-0064,2021-02-21,130.5,4,gaseosas|agua
TXN-000273,CLI-0058,2021-02-21,230.32,7,gaseosas|agua|jugos|energeticas
TXN-000274,CLI-0079,2021-02-21,137.52,6,gaseosas|agua|jugos
TXN-000275,CLI-0014,2021-02-21,107.69,5,gaseosas|agua
TXN-000276,CLI-0324,2021-02-21,124.36,6,gaseosas|agua
TXN-000277,CLI-0160,2021-02-22,108.76,4,gaseosas|agua|jugos
TXN-000278,CLI-0310,2021-02-22,76.58,2,gaseosas|agua
TXN-000279,CLI-0435,2021-02-22,56.12,5,gaseosas|agua
TXN-000280,CLI-0408,2021-02-22,94.83,7,gaseosas|agua|jugos
TXN-000281,CLI-0195,2021-02-22,120.84,4,gaseosas|agua|jugos
TXN-000282,CLI-0064,2021-02-22,116.89,9,gaseosas|agua|jugos
TXN-000283,CLI-0408,2021-02-22,93.22,6,gaseosas|agua
TXN-000284,CLI-0014,2021-02-22,128.79,4,gaseosas|agua|jugos
TXN-000285,CLI-0137,2021-02-23,82.15,2,gaseosas|agua
TXN-000286,CLI-0363,2021-02-23,107.54,5,gaseosas|agua|jugos
TXN-000287,CLI-0193,2021-02-23,174.7,7,gaseosas|agua|jugos|energeticas
TXN-000288,CLI-0456,2021-02-23,312.63,7,gaseosas|agua|jugos
TXN-000289,CLI-0111,2021-02-23,276.95,7,gaseosas|agua|jugos
TXN-000290,CLI-0370,2021-02-23,99.85,5,gaseosas|agua|jugos
TXN-000291,CLI-0411,2021-02-23,109.66,7,gaseosas|agua|jugos
TXN-000292,CLI-0413,2021-02-23,48.76,3,gaseosas|agua
TXN-000293,CLI-0408,2021-02-23,72.04,7,gaseosas|agua|jugos
TXN-000294,CLI-0112,2021-02-23,186.57,8,gaseosas|agua|jugos|energeticas
TXN-000295,CLI-0282,2021-02-23,94.1,6,gaseosas|agua|jugos
TXN-000296,CLI-0042,2021-02-24,264.89,5,gaseosas|agua|jugos
TXN-000297,CLI-0227,2021-02-24,157.13,6,gaseosas|agua|jugos
TXN-000298,CLI-0177,2021-02-24,246.21,6,gaseosas|agua|jugos
TXN-000299,CLI-0080,2021-02-24,77.75,3,gaseosas|agua
TXN-000300,CLI-0409,2021-02-24,106.83,3,gaseosas|agua|jugos
TXN-000301,CLI-0371,2021-02-24,101.43,6,gaseosas|agua|jugos
TXN-000302,CLI-0360,2021-02-24,55.97,6,gaseosas|agua
TXN-000303,CLI-0460,2021-02-24,115.39,6,gaseosas|agua
TXN-000304,CLI-0267,2021-02-25,110.42,4,gaseosas|agua
TXN-000305,CLI-0282,2021-02-25,70.33,6,gaseosas|agua|jugos
TXN-000306,CLI-0289,2021-02-25,121.73,4,gaseosas|agua|jugos
TXN-000307,CLI-0354,2021-02-25,71.71,3,gaseosas|agua
TXN-000308,CLI-0058,2021-02-25,227.52,6,gaseosas|agua|jugos
TXN-000309,CLI-0363,2021-02-25,106.91,6,gaseosas|agua|jugos
TXN-000310,CLI-0282,2021-02-25,91.88,4,gaseosas|agua
TXN-000311,CLI-0114,2021-02-25,105.92,5,gaseosas|agua|jugos
TXN-000312,CLI-0240,2021-02-26,54.23,6,gaseosas|agua|jugos
TXN-000313,CLI-0408,2021-02-26,77.4,3,gaseosas|agua
TXN-000314,CLI-0408,2021-02-26,81.99,7,gaseosas|agua|jugos
TXN-000315,CLI-0195,2021-02-26,92.57,3,gaseosas|agua
TXN-000316,CLI-0064,2021-02-26,136.26,6,gaseosas|agua
TXN-000317,CLI-0014,2021-02-26,114.96,8,gaseosas|agua|jugos
TXN-000318,CLI-0324,2021-02-27,128.88,6,gaseosas|agua
TXN-000319,CLI-0435,2021-02-27,72.73,4,gaseosas|agua
TXN-000320,CLI-0370,2021-02-27,116.18,4,gaseosas|agua
TXN-000321,CLI-0360,2021-02-27,73.79,4,gaseosas|agua|jugos
TXN-000322,CLI-0409,2021-02-27,89.54,7,gaseosas|agua|jugos
TXN-000323,CLI-0181,2021-02-28,189.88,8,gaseosas|agua|jugos
TXN-000324,CLI-0181,2021-02-28,196.01,8,gaseosas|agua|jugos
TXN-000325,CLI-0409,2021-02-28,96.35,3,gaseosas|agua
TXN-000326,CLI-0371,2021-02-28,105.7,6,gaseosas|agua|jugos
TXN-000327,CLI-0360,2021-02-28,75.21,3,gaseosas|agua
TXN-000328,CLI-0112,2021-03-01,238.79,8,gaseosas|agua|jugos|energeticas
TXN-000329,CLI-0324,2021-03-01,195.47,4,gaseosas|agua|jugos
TXN-000330,CLI-0122,2021-03-01,288.5,9,gaseosas|agua|jugos|energeticas
TXN-000331,CLI-0449,2021-03-01,123.55,7,gaseosas|agua|jugos
TXN-000332,CLI-0289,2021-03-01,127.17,4,gaseosas|agua
TXN-000333,CLI-0324,2021-03-01,177.26,6,gaseosas|agua|jugos
TXN-000334,CLI-0201,2021-03-01,278.79,4,gaseosas|agua|jugos
TXN-000335,CLI-0411,2021-03-01,106.57,5,gaseosas|agua
TXN-000336,CLI-0069,2021-03-01,388.67,4,gaseosas|agua|jugos
TXN-000337,CLI-0430,2021-03-01,111.9,2,gaseosas|agua
TXN-000338,CLI-0363,2021-03-02,169.36,6,gaseosas|agua|jugos
TXN-000339,CLI-0411,2021-03-02,105.68,4,gaseosas|agua|jugos
TXN-000340,CLI-0215,2021-03-02,117.49,4,gaseosas|agua|jugos
TXN-000341,CLI-0193,2021-03-02,230.89,4,gaseosas|agua|jugos
TXN-000342,CLI-0010,2021-03-02,162.42,5,gaseosas|agua|jugos
TXN-000343,CLI-0289,2021-03-02,152.53,5,gaseosas|agua|jugos
TXN-000344,CLI-0449,2021-03-02,107.01,4,gaseosas|agua
TXN-000345,CLI-0297,2021-03-02,331.44,9,gaseosas|agua|jugos|energeticas
TXN-000346,CLI-0201,2021-03-02,226.69,8,gaseosas|agua|jugos|energeticas
TXN-000347,CLI-0176,2021-03-02,373.81,6,gaseosas|agua|jugos
TXN-000348,CLI-0289,2021-03-02,158.88,4,gaseosas|agua
TXN-000349,CLI-0293,2021-03-02,103.62,4,gaseosas|agua
TXN-000350,CLI-0456,2021-03-02,366.26,7,gaseosas|agua|jugos|energeticas
TXN-000351,CLI-0365,2021-03-02,199.58,5,gaseosas|agua|jugos
TXN-000352,CLI-0201,2021-03-03,255.22,7,gaseosas|agua|jugos|energeticas
TXN-000353,CLI-0292,2021-03-03,196.82,7,gaseosas|agua|jugos
